numero,empresa,cnpj,forma_do_registro,modalidade,objeto,gestor,fiscal_tecnico,fiscal_administrativo,ato_de_nomeacao,valor,data_inicio,data_termino,vigencia_na_colheita,empresa_sancionada,recebeu_ordem_bancaria,as_of
008-26,ALCANCE VIBE LTDA,20819329000196,cnpj,Dispensa,Empresa para fornecimento e instalação de aparelhos de ar condicionado,,Bairon Emiliano Pereira da Silva / Eduardo Mioranza Vivan,,"PSG n. 63 de 09/03/2026, DCL nº 46 de 11/03/2026.","33.800,00",2026-03-06,2026-09-06,vigente,não,sim,2026-06-26T15:56:41
ARP 021-25,TELEFONICA BRASIL S.A,02558157013574,cnpj,Pregão,"Aquisição, por Ata de Registro de Preços, de até 90 licenças Microsoft Windows Server Standard 2022 Core ALng 16 Core com Software Assurance de 36 meses.",,Fábio Virgílio De Souza Neves / Pedro Cunha Rêgo Célestin,,"PSG n° 371, de 15/12/2025, DCL n° 279 de 16/12/2025.","935.890,20",2025-09-11,2026-09-10,vigente,não,sim,2026-06-26T15:56:41
025-23,3F LTDA,23484444000145,cnpj,Inexigibilidade,Licenciamento de uso de software de orçamentação de obras e serviços de engenharia e arquitetura,,,,,"9.591,00",2023-09-16,2026-09-16,vigente,não,sim,2026-06-26T15:56:41
024-23,NCT INFORMATICA LTDA,03017428000135,cnpj,Pregão,"Contratação de empresa especializada na atualização de Firewall, composta de licenciamento e atualização de equipamentos e assinaturas de subscrição de serviços de segurança Unified Threat Management  UTM, com garantia e suporte técnico, pelo período de 36 (trinta e seis) meses",Ronaldo Marciano Da Silva / Luís Felipe Rabello Taveira,Aimbere Giannaccini / Ronaldo Marciano Da Silva,Vanessa Santana Anziliero / Guilherme Menezes Ramos,"PSG nº 237 de 22/09/2023, DCL nº 207 de 26/09/2023","2.337.000,00",2023-09-18,2026-09-17,vigente,não,sim,2026-06-26T15:56:41
047-21,GRÁFICA E EDITORA MOVIMENTO LTDA.,08220275000142,cnpj,Pregão,Prestação de serviços de impressão gráfica e diagramação.,,Júlia Koslovski Branco Figueiredo Da Lima / Cleriston Jose Rodrigues De Sousa / Bianca Reis Laterza Brentini,,"PSG nº 60 de 20/03/2024, DCL nº 60 de 25/03/2024.","1.298.615,50",2025-09-24,2026-09-23,vigente,não,sim,2026-06-26T15:56:41
026-23,MAZIMU'S SERVICOS ESPECIALIZADOS LTDA,21416819000104,cnpj,Dispensa,"Contratação de empresa especializada para prestação de serviço técnico especializado de manutenção preventiva com 4 (quatro) visitas no ano e com periodicidade de 3 (três) meses, de manutenção corretiva, de calibração e de reposição de peças e de acessórios, mediante ressarcimento, em equipamentos de assistência em saúde (EAS) do Setor de Assistência à Saúde (SAS) da Câmara Legislativa do Distrito Federal (CLDF), especificamente: quatro monitores multiparamétricos e dois Cardioversores bifásicos (desfibrilador e marcapasso), de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo III do Aviso de Contração Direta.",,Leosmar Gomes da Silva / Talitha Carneiro de Oliveira Silva,,"PSG n. 148 de 27/05/2026, DCL n. 105, de 29/05/2026","7.339,68",2025-09-25,2026-09-24,vigente,não,sim,2026-06-26T15:56:41
048-25,ASSOCIACAO BRASILEIRA DE EDITORES CIENTIFICOS,29261229000161,cnpj,Inexigibilidade,"Contratação da Associação Brasileira de Editores Científicos (ABEC Brasil) para ministrar o curso Avaliador de Artigo Científico, em editoria científica, online, com acesso assíncrono via plataforma Moodle, com início em 29 de setembro de 2025, carga horária de 60 horas-aula, pelo valor unitário de R$ 320,00 para 34 servidores não associados à ABEC (aplicado o desconto de 20% para grupos) e de R$ 200,00 para 1 servidor associado à ABEC (aplicado o desconto de 50% para associado).",,Antônia Laís Oliveira da Silva / Thais de Oliveira Alcantara,,"PSG nº 343 de 27/11/2025, DCL nº 262 de 1/12/2025","11.080,00",2025-09-29,2026-09-28,vigente,não,sim,2026-06-26T15:56:41
044-24,EUNICE MARIA GONCALVES DE OLIVEIRA,11311279000140,cnpj,Dispensa,"Contratação de empresa especializada para o fornecimento parcelado de material bibliográfico nacional e estrangeiro, exclusivamente disponível no mercado interno brasileiro, incluindo livros impressos, multimeios, folhetos, mapas, fascículos avulsos de periódicos, entre outros, com a finalidade de compor e atualizar o acervo da Biblioteca Paulo Bertran, da Câmara Legislativa do Distrito Federal.",,Cleide Cristina Soares / Franciane Santana Grimaldi de Oliveira,,"PSG n.220 de 02/10/2024, DCL n. 218, de 04/10/2024","37.418,06",2025-09-30,2026-09-29,vigente,não,sim,2026-06-26T15:56:41
042-25,BIBLIOTHECA SISTEMAS DO BRASIL LTDA,18607653000107,cnpj,Inexigibilidade,"Contratação de empresa, por inexigibilidade de licitação, para a prestação de serviços de manutenção preventiva e corretiva, para os equipamentos que compõem a tecnologia de radiofrequência (RFID) utilizados na Biblioteca Paulo Bertran da CLDF",,Marcos Bizerra Costa / Miguel Angelo Bueno Portela,,"PSG nº 287, de 10/10/2025, DCL nº 224, de 14/10/2025.","40.838,40",2025-10-06,2026-10-05,vigente,não,sim,2026-06-26T15:56:41
050-21,SHOWCASE PRO TECNOLOGIA LTDA,05411789000197,cnpj,Pregão,"Prestação de serviços de legenda oculta (Closed Caption) de forma automática por reconhecimento de voz, e ininterrupta em regime 24x7, para programação diária da TV, na modalidade locação de software.",Cleidson de Oliveira Correia / Flavio Souza dos Santos,Diogo Carneiro Ferreira / Ricardo Abrantes Vieira Lopes,,"PSG nº 372, de 17/12/2025, DCL nº 283, de 19/12/2025.","105.819,48",2025-10-07,2026-10-06,vigente,não,sim,2026-06-26T15:56:41
047-25,MEDIC VITALL COMERCIO E SERVICOS HOSPITALARES LTDA,34782400000118,cnpj,Pregão,"Prestação de serviço, sob demanda, de conserto de cadeiras de trabalho e poltronas tipo auditório com assento rebatível, com o fornecimento de todas as peças e insumos necessários",Jose Gomes da Silva Neto / Wesley Soares de Lima,Luiz Marino Kuller / João Lucas Santos Flores,,"PSG n. 289 de 13/10/2025, DCL n. 225, de 15/10/2025","72.776,35",2025-10-09,2026-10-08,vigente,não,sim,2026-06-26T15:56:41
026-25,ROMEIRO ARQUITETURA E CONSTRUCOES LTDA,06107675000110,cnpj,Dispensa,"O Objeto da presente é a Contratação, por DISPENSA DE LICITAÇÃO, de empresa especializada na elaboração de estudos de viabilidade técnico-econômica, projetos básico e executivo para implantação de sistema de captação e aproveitamento de água da chuva e reuso de águas servidas (águas cinzas), conforme condições e exigências estabelecidas no Termo de Referência (SEI 1870963).",,Vinicius Teixeira Tambara / Marcelo Augusto Fernandes,,"PSG nº 188, de 02/07/2025; DCL nº 136, de 03/07/2025.","37.500,00",2025-02-26,2026-10-14,vigente,não,sim,2026-06-26T15:56:41
045-24,OVER ELEVADORES LTDA,10629386000159,cnpj,Pregão,"Prestação de serviços comuns de engenharia para estudos, projetos, manutenção e execução de obras para os sistemas de elevadores da CLDF",José Gomes da Silva Neto / Yan Nunes Rangel Costa,Eduardo Mioranza Vivan / Bairon Emiliano Pereira da Silva,,"PSG nº 236, de 22/10/2024, DCL nº 232, de 23/10/2024","1.041.000,00",2025-10-15,2026-10-14,vigente,não,sim,2026-06-26T15:56:41
ARP 022-25,STAR LOCAÇÃO DE SERVIÇOS GERAIS LTDA,37131539000190,cnpj,Pregão,empresa especializada para eventual prestação de serviços de gestão e organização de eventos internos e externos da Câmara Legislativa do Distrito Federal - CLDF,Diego Araujo Silva / Daniela Priscila de Oliveira Veronezi,Rodrigo Schiavon / Osmar Rodrigues / Roger Santos / Ricardo Lopes / Iverson Oliveira / Clarissa Lindoso / Wesley Lima / Willy Oliveira / Cleidson Correia / Irivaldo Sousa,Ana Paula de Andrade Aguiar / Luciana Reis de Medeiros Guimarães,"PSG nº. 310, de 24/10/2025, DCL nº. 238, de 29/10/2025","6.249.896,70",2025-10-15,2026-10-14,vigente,não,sim,2026-06-26T15:56:41
,SERVIÇO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS DO DF - SEBRAE/DF,00438200000120,cnpj,Acordo de Cooperação,"Estudo, ações, compartilhamento e a parceria para produção e veiculação de programas e ações de interesse mútuo entre a CLDF, por meio da TV Câmara Distrital e o SEBRAE/DF.",Flavio Correa Ferreira/Andrea Heloiza Goulart,Julia Koslovski Branco Figueiredo de Lima/Felipe Machado Porto,,"PSG Nº 76, de 28/03/23, DCL Nº 72, de 30/03/23",,2021-10-22,2026-10-21,vigente,não,não,2026-06-26T15:56:41
050-25,TEMPER ENGENHARIA E COMERCIO LTDA,24907701000177,cnpj,Pregão,"Contratação de empresa especializada em sistemas de climatização com central de água gelada para prestação de serviços de instalação de climatização e instrumentação para automação de bombas secundárias de água gelada, com fornecimento de todos os materiais necessários, de acordo com projeto e necessidades da CLDF e de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital.",,Eduardo Mioranza Vivan / Marcelo Ulisses Pimenta / Bairon Emiliano P. da Silva,,"PSG nº 315, de 27/10/2025, DCL nº 239, de 30/10/2025","633.000,00",2025-10-23,2026-10-22,vigente,não,sim,2026-06-26T15:56:41
035-23,ESTRUTTOS LTDA,17839055000192,cnpj,Dispensa,"Licenças de softwares de desenho técnico de arquitetura e engenharia para elaboração de projetos, plantas, estudos e apresentações bidimensionais e tridimensionais na última versão disponibilizada pelo fabricante, com suporte técnico e atualizações, conforme Termo de Referência (1314351), sendo: 03 licenças de Sketchup PRO (validade por 03 anos) MARCA: AUTODESK, MARCA : Sketchup , MODELO: TR-0083",,Luiz Marino Kuller / Luiz Gustavo Ribeiro,,"PSG n.269 de 30/10/2023, DCL n. 240, de 08/10/2023","20.832,39",2023-10-26,2026-10-26,vigente,não,sim,2026-06-26T15:56:41
053-21,AXEN ENGENHARIA E TECNOLOGIA LTDA (Antigo RONALDO DE SOUZA MOSCOSO; antigo RMS ENGENHARIA E TECNOLOGIA LTDA),02116643000120,cnpj,Pregão,"Fornecimento de peças e componentes, bem como prestação de serviços técnicos de Manutenção Preventiva e Corretiva dos Sistemas de Automação Predial e de Detecção e Alarme de Incêndio instalados na CLDF.",Jose Gomes Da Silva Neto / Osmar Rodrigues Da Silva,Marcelo Augusto Fernandes / Vinícius Teixeira Tambara,,"PSG nº 113, de 14/05/2024, DCL nº 104 de 16/05/2024","315.542,12",2025-10-27,2026-10-27,vigente,não,sim,2026-06-26T15:56:41
039-23,ESTERILAV ESTERILIZACAO DE MAT HOSPITALARES LTDA,00814860000169,cnpj,Dispensa,"Prestação de serviços de lavanderia para processamento da rouparia do Setor de Assistência à Saúde (SAS). Coleta, pesagem, classificação, transporte, lavagem, higienização, desinfecção, passagem ou calandragem, embalo e devolução da roupa processada.",,Lucas Denoni Crato/Rafael Hermont Fonseca,,"PSG n.277 de 13/11/2023, DCL n. 246, de 17/11/2023","3.287,52",2025-11-05,2026-11-05,vigente,não,sim,2026-06-26T15:56:41
038-23,PISONTEC COMERCIO E SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA,12007998000135,cnpj,Dispensa,"Licenças de softwares de desenho técnico de arquitetura e engenharia para elaboração de projetos, plantas, estudos e apresentações bidimensionais e tridimensionais, com suporte técnico e atualizações, sendo: 01 AutoCAD Revit LT Suite",,Luiz Marino Kuller/Luiz Gustavo Ribeiro,,"PSG nº 278, 13/11/2023, DCL nº 246, de 17/11/2023.","6.449,76",2023-11-06,2026-11-06,vigente,não,sim,2026-06-26T15:56:41
056-25,ELDEX DISTRIBUIDORA DE JORNAIS E REVISTAS LTDA,10719671000160,cnpj,Dispensa,"Contratação de empresa para fornecimento de revistas e jornais periódicos, em meio digital, para suprir as necessidades da Câmara Legislativa do Distrito Federal - CLDF",,Claudiane Soares Nascimento / Osmar Rodrigues da Silva,,"PSG nº 355, de 05/12/2025, DCL nº 271, de 09/12/2025.","24.045,00",2025-11-11,2026-11-10,vigente,não,sim,2026-06-26T15:56:41
057-25,BERKANA TECNOLOGIA EM SEGURANCA LTDA,07259712000179,cnpj,Inexigibilidade,"Aquisição de equipamento de detecção de junção não linear, destinado a apoiar as ações de contrainteligência e salvaguarda de informações no âmbito do Núcleo de Investigação e de Inteligência Policial (NUIP) da Diretoria de Polícia Legislativa",,Leandro Luiz Fernandes De Lacerda Messere / Paulo Júnior Werlang,,"PSG nº 338, de 24/11/2025, DCL nº 260, 27/11/2025.","320.000,00",2025-11-13,2026-11-12,vigente,não,sim,2026-06-26T15:56:41
080-24,CRP TECNOLOGIA S.A (Antiga KRP CONSULTORIA EM TECNOLOGIA DE INFORMACAO LTDA),08990948000143,cnpj,Pregão,"Contratação de serviços técnicos especializados para o desenvolvimento, manutenção e sustentação de sistemas de informação pagos por Sprint, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital.",Juliana de Carvalho Mello / Ranieri José Dantas Severiano,Ana Clélia Milhomem Ramos / Ronie Paulucio Porfirio,Ludimilla Costa Silva Alves / Emanoel Wercelens Pinheiro,"PSG nº 159, de 09/06/2026. DCL nº 114, de 10/06/2026.","4.661.378,40",2025-11-14,2026-11-13,vigente,não,sim,2026-06-26T15:56:41
057-21,SEA TECNOLOGIA LTDA,05741114000106,cnpj,Pregão,"Prestação de serviço de instalação, configuração, customização e suporte técnico e atualização de versão de portais internet e intranet da CLDF na tecnologia Liferay Portal.",Juliana de Carvalho Mello / Enrile Ribeiro Campos Barros,Ranieri José Dantas Severiano / João de Carvalho Ferreira,Fabiana Yuka Fujimoto / Mateus Malaquias Lamboglia,"PSG nº 118, de 30/04/2026, DCL nº 83, de 04/05/2026.","4.100.878,70",2025-11-17,2026-11-16,vigente,não,sim,2026-06-26T15:56:41
058-21,MAXVIDEO COMERCIO E SERVICOS EIRELI,03517258000158,cnpj,Pregão,"Prestação de serviços de locação de solução telejornalismo móvel e portátil (mochilink), para áudio e vídeo, baseado em tecnologia via rede de dados com recepção e exibição em banda base.",Ricardo Abrantes Vieira Lopes / Cleidson de Oliveira Correia,Flavio Souza Dos Santos / Diogo Carneiro Ferreira,,"PSG n. 373 de 17/12/2025, DCL n. 283, de 19/12/2025.","244.767,12",2025-11-22,2026-11-21,vigente,não,sim,2026-06-26T15:56:41
065-25,4LINUX SOFTWARE E COMERCIO DE PROGRAMAS LTDA,04491152000195,cnpj,Inexigibilidade,"Ministrar o curso Formação Linux, em administração de sistemas operacionais Linux, online, com acesso liberado todos os dias da semana, por 12 meses, com 160 horas-aula, pelo valor de R$ 4.999,00 por pessoa, totalizando R$ 24.995,00.",,Thais de Oliveira Alcantara / Alline Nunes Andrade,,"PSG nº 2, de 07/01/2026, DCL nº 6, de 13/01/2026.","24.995,00",2025-12-11,2026-11-21,vigente,não,sim,2026-06-26T15:56:41
030-22,CENTRO OESTE - PRESTADORA DE SERVIÇO DE DESINSETIZAÇÃO LTDA.,13498257000167,cnpj,Pregão,"Prestação dos serviços de controle de pragas urbanas, envolvendo desinsetização e desratização, sob demanda, no edifício sede da CLDF.",ADÃO JOSÉ DE AZEVEDO,CLEMILDO DE SOUSA QUEIROZ,,"PSG nº 26 de 20/01/2023, DCL N° 25 DE 27/01/2023","25.951,80",2025-11-23,2026-11-22,vigente,não,sim,2026-06-26T15:56:41
059-25,PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA,05340639000130,cnpj,Pregão,"Fornecimento contínuo de combustível (gasolina comum, etanol, diesel comum e diesel S10), sob demanda, em rede de postos credenciados em todo território nacional.",,Osmar Rodrigues da Silva / Marcos Vieira,,"PSG nº 183, de 18/06/2026, DCL nº 127, de 22/06/2026","865.770,68",2025-11-25,2026-11-24,vigente,não,sim,2026-06-26T15:56:41
033-26,FUNDACAO ESCOLA SUPERIOR DO MINISTERIO PUBLICO,90090762000119,cnpj,Inexigibilidade,"Contratação, por INEXIGIBILIDADE DE LICITAÇÃO, de instituição para ministrar o curso de Pós Graduação Lato Sensu Especialização em Direito Eleitoral , na modalidade à distância, on line",,Antônia Laís Oliveira da Silva / Thais de Oliveira Alcantara,,"PSG n. 145 de 26/05/2026, DCL n. 106, de 01/06/2026","12.187,45",2026-05-25,2026-11-25,vigente,não,sim,2026-06-26T15:56:41
034-26,KASA MOTORS LTDA,05471879000173,cnpj,Pregão,"Aquisição de um Veículo sedan - COROLLA 2.0L XEI FLEX 26/26 CVT TOYOTA. conforme Termo de Referência (SEI 2597033), Proposta (SEI 2644573), Termo de Homologação nº 90012/2026 (SEI 2650140),",Felipe Vieira de Sá,Osmar Rodrigues da Silva,Leandro Luiz Fernandes de Lacerda Messere,"PSG nº 149, 02/06/2026, DCL nº 112, de 08/06/2026.","191.000,00",2026-05-27,2026-11-27,vigente,não,não,2026-06-26T15:56:41
035-26,TUDO COMERCIO DE VEICULOS LTDA,14234954000173,cnpj,Pregão,"Aquisição de 01 Veículo SUV (Sport Utility Vehicle) - CHEVROLET EQUINOX RS 1.5 TURBO 177CV GASOLINA AUTO 2026, conforme Termo de Referência (SEI 2597033)",Felipe Vieira de Sá,Osmar Rodrigues da Silva,Leandro Luiz Fernandes de Lacerda Messere,"PSG nº 149, 02/06/2026, DCL nº 112, de 08/06/2026.","280.000,00",2026-05-27,2026-11-27,vigente,não,não,2026-06-26T15:56:41
044-23,LANLINK SOLUCOES E COMERCIALIZACAO EM INFORMATICA S/A,19877285000252,cnpj,Pregão,"Contratação de subscrições anuais da solução de Business Intelligence (BI) denominada Power BI Premium USL Per User, incluindo atualizações e suporte técnico.",Luis Felipe Rabello Taveira / César Augusto Ribeiro da Fonseca,Rayrone Zirtany Nunes Marques / César Augusto Ribeiro da Fonseca,,"PSG nº 296, de 08/12/23. DCL nº 260, de 12/12/23","70.008,00",2025-11-28,2026-11-27,vigente,não,sim,2026-06-26T15:56:41
045-23,JUSTI TRADUCOES LTDA,43262746000186,cnpj,Pregão,"Contratação de serviços de tradução/interpretação da Língua Brasileira de Sinais (LIBRAS) para a Língua Portuguesa e vice-versa, nas modalidades falada, sinalizada ou escrita, nas formas simultânea ou consecutiva, ao vivo ou ensaiada, gravada ou não, em eventos, atividades diversas e projetos institucionais da Câmara Legislativa do Distrito Federal, dentro do Distrito Federal, com cessão de uso de imagem, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital.",,Soraya Romero Breitenbach / Moacir Pisoni Júnior,,"PSG nº 29, de 07/02/2025, DCL nº 30, de 10/02/2025","331.409,40",2025-11-28,2026-11-27,vigente,não,sim,2026-06-26T15:56:41
064-21,LINEAR COMUNICACÃO LTDA,10947243000195,cnpj,Pregão,"Prestação de serviços de clipping de TV e de Rádio, compreendendo a captação, a seleção, a compilação em banco de dados, a organização, a avaliação e a remessa de matérias à Câmara Legislativa do Distrito Federal",Fábio Rivas de Almeida Fischer,Bruno Sodré de Moraes,,"PSG nº 167, de 10/12/2021, DCL nº 264, de 13/12/21","49.260,00",2025-11-29,2026-11-28,vigente,não,sim,2026-06-26T15:56:41
084-24,INTERATIVA FACILITIES LTDA,05058935000142,cnpj,Pregão,"Contratação de serviços de manutenção predial, com dedicação de mão de obra exclusiva e sob demanda, incluindo o fornecimento de peças e materiais, de acordo com as especificações e as exigências constantes no Termo de Referência  Anexo I do Edital",José Gomes da Silva Neto / Osmar Rodrigues da Silva,Hugo Pierre Lapa / Marcelo Augusto Fernandes / Vinícius Teixeira Tambara,Wilker Carvalho Leite da Silva / Ana Paula Prado Conde,"PSG nº 157, de 06/06/2025, DCL nº 118, de 10/06/2025.","2.325.000,06",2025-11-29,2026-11-28,vigente,não,sim,2026-06-26T15:56:41
032-22,GOLDI SERVICOS E ADMINISTRACAO LTDA,20217208000174,cnpj,Pregão,"Fornecimento de combustíveis (gasolina comum, óleo diesel comum e etanol hidratado), em rede de postos credenciados em todo território nacional, através da implantação e operação de sistema (software) informatizado e integrado.",,Ado Francisco dos Santos / Osmar Rodrigues da Silva,,"PSG nº 291, de 06/12/2023, DCL nº 258, de 08/12/2023","430.656,22",2025-12-01,2026-11-30,vigente,não,sim,2026-06-26T15:56:41
061-25,NORDEN TECNOLOGIA LTDA,20022974000183,cnpj,Pregão,"Aquisição de solução de armazenamento de dados unificado com 830TiB líquidos, 399.000 IOPS, com instalação, configuração, garantia e suporte do fabricante 24/7 por 60 meses",Pedro Cunha Rêgo Célestin / Fábio Virgílio de Souza Neves,Paulo Jorge Lino Silva Junior,Jan Riella / Thais Predebon Cardoso,"PSG nº 96, de 31/03/2026, DCL nº 63, de 06/04/2026.","11.420.000,00",2025-12-01,2026-11-30,vigente,não,sim,2026-06-26T15:56:41
063-21,AMBIENTALIS ANALISES DE AMBIENTES LTDA,06164913000120,cnpj,Pregão,"Prestação de serviços de avaliação, análise e diagnóstico da qualidade do ar interior dos ambientes climatizados no edifício da CLDF",Kássia Correa Castro / Cynthia Ferreira De Melo,Eduardo Mioranza Vivan,,"PSG nº 35, de 10/02/2025, DCL nº 32 de 12/02/2025","11.580,00",2025-12-01,2026-11-30,vigente,não,sim,2026-06-26T15:56:41
062-25,"CLARA SERVIÇOS INTEGRADOS DE VIDEO, CONTEÚDO E WEB LTDA",07660888000138,cnpj,Concorrência,"Contratação, por licitação na modalidade CONCORRÊNCIA, de empresa prestadora de serviços de comunicação digital, visando uma estratégia perene que permita a divulgação em tempo real das leis e ações aprovadas pela CLDF",Franciane Meleu Ferreira / Julia Koslovski Branco Figueiredo De Lima,Júlia Barros de Alencar Muniz / Gustavo Roux Dias,Bianca Reis Laterza Brentini / Natani Leal Coriolano,"PSG n. 119 de 30/04/2026, DCL nº 83 de 04/05/2026","4.502.633,26",2025-12-02,2026-12-01,vigente,não,sim,2026-06-26T15:56:41
062-25,HEAD 360 GRAUS SERVIÇOS DE MARKETING,07660888000138,cnpj,Concorrência,"Contratação, por licitação na modalidade CONCORRÊNCIA, de empresa prestadora de serviços de comunicação digital, visando uma estratégia perene que permita a divulgação em tempo real das leis e ações aprovadas pela CLDF",Franciane Meleu Ferreira / Julia Koslovski Branco Figueiredo De Lima,Júlia Barros de Alencar Muniz / Gustavo Roux Dias,Bianca Reis Laterza Brentini / Natani Leal Coriolano,"PSG n. 119 de 30/04/2026, DCL nº 83 de 04/05/2026","4.502.633,26",2025-12-02,2026-12-01,vigente,não,sim,2026-06-26T15:56:41
087-24,PEARSON EDUCATION DO BRASIL LTDA,01404158001838,cnpj,Inexigibilidade,"A assinatura anual da plataforma digital Biblioteca Virtual Corporativa, contemplando acesso simultâneo integral para até 499 usuários.",,Miguel Ângelo Bueno Portela / Franciane Santana Grimaldi de Oliveira,,"PSG nº 291, de 16/12/2024, DCL nº 276, de 17/12/2024","44.510,74",2025-12-12,2026-12-11,vigente,não,sim,2026-06-26T15:56:41
037-22,CALIA/Y2 PROPAGANDA E MARKETING LTDA.,04784569000227,cnpj,Concorrência,Prestação de serviços de publicidade.,Cleriston Jose Rodrigues de Sousa / Daniel Lima de Amorim Galindo,Natani Leal Coriolano / Núbia de Souza Guerra Ferreira de Castro / Mateus Malaquias Lamboglia / Jessica Gonçalves da Silva,,"PSG nº 374, de 17/12/2025, DCL nº 283, de 19/12/2025.","43.998.040,00",2025-12-13,2026-12-12,vigente,não,sim,2026-06-26T15:56:41
038-22,AV COMUNICAÇÃO E MARKETING LTDA,01688354000133,cnpj,Concorrência,Prestação de serviços de publicidade.,Cleriston Jose Rodrigues de Sousa / Daniel Lima de Amorim Galindo,Natani Leal Coriolano / Núbia de Souza Guerra Ferreira de Castro / Mateus Malaquias Lamboglia / Jessica Gonçalves da Silva,,"PSG nº 374, de 17/12/2025, DCL nº 283, de 19/12/2025.","43.998.040,00",2025-12-13,2026-12-12,vigente,não,sim,2026-06-26T15:56:41
039-22,EBM QUINTTO COMUNICAÇÃO LTDA.,14470051000191,cnpj,Concorrência,Prestação de serviços de publicidade.,Cleriston Jose Rodrigues de Sousa / Daniel Lima de Amorim Galindo,Natani Leal Coriolano / Núbia de Souza Guerra Ferreira de Castro / Mateus Malaquias Lamboglia / Jessica Gonçalves da Silva,,"PSG nº 374, de 17/12/2025, DCL nº 283, de 19/12/2025.","43.998.040,00",2025-12-13,2026-12-12,vigente,não,sim,2026-06-26T15:56:41
065-21,OSM CONSULTORIA E SISTEMAS LTDA,88633680000202,cnpj,Inexigibilidade,"Prestação de serviços de manutenção, suporte técnico, treinamento e eventuais customizações da solução de Mensageria MENTORH (e-Social).",Gabriela Pace Carreira Bittencourt / Daisy Diniz Lopes Rocha,Vitor Nascimento Ferreira/ Ana Clelia Milhomem Ramos,,"PSG nº 314, de 24/10/2025, DCL nº 238, de 29/10/2025.","260.917,29",2025-12-13,2026-12-12,vigente,não,sim,2026-06-26T15:56:41
049-23,SHOWCASE PRO TECNOLOGIA LTDA,05411789000197,cnpj,Inexigibilidade,"Manutenção com suporte técnico via chamados ilimitados dos softwares ShowBrowser, ShowPlay e ShowLoudness, desenvolvidos e comercializados exclusivamente pela empresa ShowCase Pro Tecnologia Ltda., que contemplam os equipamentos Playout 1, Playout 2, Storage, Processador de Loudness, MAM 1 e MAM 2",Cleidson de Oliveira Correia / Diogo Carneiro Ferreira,Ricardo Abrantes Vieira Lopes / Nathaly Rodrigues da Costa,,"PSG nº 368, de 12/12/2025, DCL nº 279, de 16/12/2025.","138.173,64",2025-12-15,2026-12-14,vigente,não,sim,2026-06-26T15:56:41
054-25,BIOLIMP LIMPEZA APOIO E CONSERVACAO LTDA,46444068000160,cnpj,Pregão,Contratação de empresa especializada para prestação de serviços continuados de telefonista,Jose Gomes da Silva Neto / Osmar Rodrigues da Silva,Edna Alves Nogueira / Claudiane Soares Nascimento,Fernando Sette Bruggemann / Daniel Caetano Bento,"PSG nº 71, de 12/03/2026, DCL nº 49, de 16/03/2026","239.896,80",2025-12-15,2026-12-14,vigente,não,sim,2026-06-26T15:56:41
ARP 013-24,JVO ENGENHARIA & ARQUITETURA LTDA,11222035000191,cnpj,Ata de Registro de Preço,"Fornecimento e instalação, sob demanda, de divisórias sanitárias em painéis de Laminado Melamínico Estrutural TS e revestimento para paredes, portas e mobiliário em Laminado Melamínico de alta pressão.",Luiz Gustavo Ribeiro / Bairon Emiliano P. Da Silva,João Lucas Santos Flores / Ana Carolina Fontes Rodrigues Panerai / Luiz Marino Kuller,,"PSG nº 299, de 19/12/2024. DCL nº 279, de 19/12/2024","212.340,71",2025-12-16,2026-12-15,vigente,não,sim,2026-06-26T15:56:41
088-24,LAG LICENCIAMENTOS DE SOFTWARES LTDA,51311014000167,cnpj,Inexigibilidade,"Contratação de serviço de assinatura bianual da plataforma digital Lista de Autoridades Governamentais  LAG, com acesso simultâneo integral a até 100 usuários.",,Miguel Ângelo Bueno Portela / Cleide Cristina Soares,,"PSG nº 298, de 18/12/2024. DCL nº 279, de 19/12/2024","15.482,15",2024-12-16,2026-12-16,vigente,não,sim,2026-06-26T15:56:41
ARP 023-25,JARDA COMERCIAL DE ALIMENTOS EIRELI,04119118000194,cnpj,Pregão,"Aquisição de copos biodegradáveis para água e café, por meio do sistema de registro de preços, para atendimento das demandas da Câmara Legislativa do Distrito Federal (CLDF)",,Maria da Penha de Araújo / Lidiane Duarte Silva de Oliveira,,"PSG nº 178, de 16/06/2026, DCL nº 124, de 17/06/2026.","113.024,80",2025-12-19,2026-12-18,vigente,não,sim,2026-06-26T15:56:41
